Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalSF,TotalBaths,HouseAge,YearsSinceRemod,IsRemodeled,TotalPorchSF
25.0,20.0,RL,0.0,8246.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5.0,8.0,1968.0,2001.0,Gable,CompShg,Plywood,Plywood,,0.0,TA,Gd,CBlock,TA,TA,Mn,Rec,188.0,ALQ,668.0,204.0,1060.0,GasA,Ex,Y,SBrkr,1060.0,0.0,0.0,1060.0,1.0,0.0,1.0,0.0,3.0,1.0,Gd,6.0,Typ,1.0,TA,Attchd,1968.0,Unf,1.0,270.0,TA,TA,Y,406.0,90.0,0.0,0.0,0.0,0.0,,MnPrv,,0.0,5.0,2010.0,WD,Normal,154000.0,2120.0,2.0,42.0,9.0,1,496.0
26.0,20.0,RL,110.0,14230.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8.0,5.0,2007.0,2007.0,Gable,CompShg,VinylSd,VinylSd,Stone,640.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1566.0,1566.0,GasA,Ex,Y,SBrkr,1600.0,0.0,0.0,1600.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,7.0,Typ,1.0,Gd,Attchd,2007.0,RFn,3.0,890.0,TA,TA,Y,0.0,56.0,0.0,0.0,0.0,0.0,,,,0.0,7.0,2009.0,WD,Normal,256300.0,3166.0,2.0,2.0,2.0,0,56.0
27.0,20.0,RL,60.0,7200.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5.0,7.0,1951.0,2000.0,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,Mn,BLQ,234.0,Rec,486.0,180.0,900.0,GasA,TA,Y,SBrkr,900.0,0.0,0.0,900.0,0.0,1.0,1.0,0.0,3.0,1.0,Gd,5.0,Typ,0.0,,Detchd,2005.0,Unf,2.0,576.0,TA,TA,Y,222.0,32.0,0.0,0.0,0.0,0.0,,,,0.0,5.0,2010.0,WD,Normal,134800.0,1800.0,1.5,59.0,10.0,1,254.0
28.0,20.0,RL,98.0,11478.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8.0,5.0,2007.0,2008.0,Gable,CompShg,VinylSd,VinylSd,Stone,200.0,Gd,TA,PConc,Ex,TA,No,GLQ,1218.0,Unf,0.0,486.0,1704.0,GasA,Ex,Y,SBrkr,1704.0,0.0,0.0,1704.0,1.0,0.0,2.0,0.0,3.0,1.0,Gd,7.0,Typ,1.0,Gd,Attchd,2008.0,RFn,3.0,772.0,TA,TA,Y,0.0,50.0,0.0,0.0,0.0,0.0,,,,0.0,5.0,2010.0,WD,Normal,306000.0,3408.0,3.0,3.0,2.0,1,50.0
29.0,20.0,RL,47.0,16321.0,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,5.0,6.0,1957.0,1997.0,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,Gd,BLQ,1277.0,Unf,0.0,207.0,1484.0,GasA,TA,Y,SBrkr,1600.0,0.0,0.0,1600.0,1.0,0.0,1.0,0.0,2.0,1.0,TA,6.0,Typ,2.0,Gd,Attchd,1957.0,RFn,1.0,319.0,TA,TA,Y,288.0,258.0,0.0,0.0,0.0,0.0,,,,0.0,12.0,2006.0,WD,Normal,207500.0,3084.0,2.0,49.0,9.0,1,546.0
30.0,30.0,RM,60.0,6324.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Feedr,RRNn,1Fam,1Story,4.0,6.0,1927.0,1950.0,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,520.0,520.0,GasA,Fa,N,SBrkr,520.0,0.0,0.0,520.0,0.0,0.0,1.0,0.0,1.0,1.0,Fa,4.0,Typ,0.0,,Detchd,1920.0,Unf,1.0,240.0,Fa,TA,Y,49.0,0.0,87.0,0.0,0.0,0.0,,,,0.0,5.0,2008.0,WD,Normal,68500.0,1040.0,1.0,81.0,58.0,1,136.0
31.0,70.0,C (all),50.0,8500.0,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Feedr,Norm,1Fam,2Story,4.0,4.0,1920.0,1950.0,Gambrel,CompShg,BrkFace,BrkFace,,0.0,TA,Fa,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,649.0,649.0,GasA,TA,N,SBrkr,649.0,668.0,0.0,1317.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,0.0,,Detchd,1920.0,Unf,1.0,250.0,TA,Fa,N,0.0,54.0,172.0,0.0,0.0,0.0,,MnPrv,,0.0,7.0,2008.0,WD,Normal,40000.0,1966.0,1.0,88.0,58.0,1,226.0
32.0,20.0,RL,0.0,8544.0,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5.0,6.0,1966.0,2006.0,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1228.0,1228.0,GasA,Gd,Y,SBrkr,1228.0,0.0,0.0,1228.0,0.0,0.0,1.0,1.0,3.0,1.0,Gd,6.0,Typ,0.0,,Attchd,1966.0,Unf,1.0,271.0,TA,TA,Y,0.0,65.0,0.0,0.0,0.0,0.0,,MnPrv,,0.0,6.0,2008.0,WD,Normal,149350.0,2456.0,1.5,42.0,2.0,1,65.0
33.0,20.0,RL,85.0,11049.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8.0,5.0,2007.0,2007.0,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,0.0,1234.0,1234.0,GasA,Ex,Y,SBrkr,1234.0,0.0,0.0,1234.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,7.0,Typ,0.0,,Attchd,2007.0,RFn,2.0,484.0,TA,TA,Y,0.0,30.0,0.0,0.0,0.0,0.0,,,,0.0,1.0,2008.0,WD,Normal,179900.0,2468.0,2.0,1.0,1.0,0,30.0
34.0,20.0,RL,70.0,10552.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5.0,5.0,1959.0,1959.0,Hip,CompShg,BrkFace,BrkFace,,0.0,TA,TA,CBlock,TA,TA,No,Rec,1018.0,Unf,0.0,380.0,1398.0,GasA,Gd,Y,SBrkr,1700.0,0.0,0.0,1700.0,0.0,1.0,1.0,1.0,4.0,1.0,Gd,6.0,Typ,1.0,Gd,Attchd,1959.0,RFn,2.0,447.0,TA,TA,Y,0.0,38.0,0.0,0.0,0.0,0.0,,,,0.0,4.0,2010.0,WD,Normal,165500.0,3098.0,2.0,51.0,51.0,0,38.0
35.0,120.0,RL,60.0,7313.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9.0,5.0,2005.0,2005.0,Hip,CompShg,MetalSd,MetalSd,BrkFace,246.0,Ex,TA,PConc,Ex,TA,No,GLQ,1153.0,Unf,0.0,408.0,1561.0,GasA,Ex,Y,SBrkr,1561.0,0.0,0.0,1561.0,1.0,0.0,2.0,0.0,2.0,1.0,Ex,6.0,Typ,1.0,Gd,Attchd,2005.0,Fin,2.0,556.0,TA,TA,Y,203.0,47.0,0.0,0.0,0.0,0.0,,,,0.0,8.0,2007.0,WD,Normal,277500.0,3122.0,3.0,2.0,2.0,0,250.0
36.0,60.0,RL,108.0,13418.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8.0,5.0,2004.0,2005.0,Gable,CompShg,VinylSd,VinylSd,Stone,132.0,Gd,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,0.0,1117.0,1117.0,GasA,Ex,Y,SBrkr,1132.0,1320.0,0.0,2452.0,0.0,0.0,3.0,1.0,4.0,1.0,Gd,9.0,Typ,1.0,Gd,BuiltIn,2004.0,Fin,3.0,691.0,TA,TA,Y,113.0,32.0,0.0,0.0,0.0,0.0,,,,0.0,9.0,2006.0,WD,Normal,309000.0,3569.0,3.5,2.0,1.0,1,145.0
